iteracion,subset,f1_score
453,"['popUpWidnow', 'double_slash_redirecting', 'Statistical_report', 'HTTPS_token', 'Favicon']",0.7028391167192429
336,"['having_At_Symbol', 'Links_in_tags', 'HTTPS_token', 'popUpWidnow', 'age_of_domain']",0.7028265851795263
436,"['Submitting_to_email', 'Shortining_Service', 'Favicon', 'Links_in_tags', 'URL_Length']",0.7027840481565086
331,"['Favicon', 'age_of_domain', 'Google_Index', 'port', 'web_traffic']",0.7022900763358778
225,"['Favicon', 'having_IP_Address', 'Iframe', 'Abnormal_URL', 'double_slash_redirecting']",0.701766304347826
64,"['Google_Index', 'age_of_domain', 'URL_Length', 'popUpWidnow', 'RightClick']",0.701628664495114
330,"['Domain_registeration_length', 'Statistical_report', 'Page_Rank', 'SFH', 'web_traffic']",0.7015437392795884
11,"['Request_URL', 'having_At_Symbol', 'HTTPS_token', 'Google_Index', 'on_mouseover']",0.7007199177236887
299,"['Google_Index', 'Abnormal_URL', 'URL_Length', 'on_mouseover', 'Shortining_Service']",0.7006578947368421
18,"['Google_Index', 'having_At_Symbol', 'Request_URL', 'Domain_registeration_length', 'Links_in_tags']",0.7000801924619086
285,"['Abnormal_URL', 'DNSRecord', 'Request_URL', 'Links_in_tags', 'Statistical_report']",0.6998027613412229
222,"['SFH', 'Domain_registeration_length', 'age_of_domain', 'Redirect', 'DNSRecord']",0.6996078431372549
268,"['RightClick', 'Links_in_tags', 'DNSRecord', 'URL_Length', 'having_Sub_Domain']",0.6994797919167667
200,"['RightClick', 'Links_pointing_to_page', 'Page_Rank', 'Links_in_tags', 'Iframe']",0.6985032074126871
33,"['Shortining_Service', 'DNSRecord', 'URL_Length', 'Google_Index', 'having_At_Symbol']",0.6983050847457627
292,"['Google_Index', 'having_At_Symbol', 'Links_in_tags', 'Submitting_to_email', 'Statistical_report']",0.6982332155477032
156,"['Links_in_tags', 'popUpWidnow', 'Submitting_to_email', 'Abnormal_URL', 'on_mouseover']",0.6980842911877395
449,"['web_traffic', 'RightClick', 'port', 'Shortining_Service', 'having_At_Symbol']",0.6975907946781733
470,"['on_mouseover', 'Favicon', 'DNSRecord', 'age_of_domain', 'web_traffic']",0.6969809914275065
204,"['Page_Rank', 'age_of_domain', 'Redirect', 'Domain_registeration_length', 'port']",0.6966121050628092
193,"['Request_URL', 'Iframe', 'having_Sub_Domain', 'Shortining_Service', 'Redirect']",0.6960744637798462
250,"['Favicon', 'Iframe', 'Request_URL', 'Domain_registeration_length', 'Submitting_to_email']",0.6959152798789713
337,"['popUpWidnow', 'Domain_registeration_length', 'Redirect', 'Request_URL', 'Page_Rank']",0.6958579881656805
36,"['Submitting_to_email', 'Domain_registeration_length', 'Abnormal_URL', 'Google_Index', 'having_IP_Address']",0.6954177897574124
269,"['Domain_registeration_length', 'Abnormal_URL', 'double_slash_redirecting', 'Statistical_report', 'Favicon']",0.694800301431801
227,"['double_slash_redirecting', 'RightClick', 'Google_Index', 'DNSRecord', 'SFH']",0.6947890818858561
148,"['on_mouseover', 'Google_Index', 'DNSRecord', 'Shortining_Service', 'Links_in_tags']",0.6940480334145492
124,"['RightClick', 'Submitting_to_email', 'Request_URL', 'popUpWidnow', 'Page_Rank']",0.6933333333333334
97,"['Domain_registeration_length', 'having_At_Symbol', 'Links_pointing_to_page', 'age_of_domain', 'Abnormal_URL']",0.6932031543372137
458,"['popUpWidnow', 'Statistical_report', 'Submitting_to_email', 'Shortining_Service', 'RightClick']",0.693138500635324
142,"['Links_in_tags', 'popUpWidnow', 'having_Sub_Domain', 'Submitting_to_email', 'SFH']",0.6931284677763551
178,"['Redirect', 'popUpWidnow', 'having_IP_Address', 'Shortining_Service', 'RightClick']",0.6927453769559033
186,"['having_Sub_Domain', 'Page_Rank', 'having_IP_Address', 'on_mouseover', 'double_slash_redirecting']",0.6922201138519924
171,"['having_IP_Address', 'HTTPS_token', 'Favicon', 'DNSRecord', 'Request_URL']",0.6921875
403,"['Redirect', 'on_mouseover', 'Shortining_Service', 'Links_pointing_to_page', 'URL_Length']",0.6921135646687697
423,"['Request_URL', 'Submitting_to_email', 'Shortining_Service', 'Google_Index', 'Favicon']",0.6919393455706305
430,"['DNSRecord', 'RightClick', 'SFH', 'Links_in_tags', 'Redirect']",0.6915064102564102
98,"['double_slash_redirecting', 'Domain_registeration_length', 'Favicon', 'on_mouseover', 'having_Sub_Domain']",0.6909537453950061
332,"['having_At_Symbol', 'Links_in_tags', 'Shortining_Service', 'double_slash_redirecting', 'DNSRecord']",0.6908504635227731
70,"['Google_Index', 'Abnormal_URL', 'having_At_Symbol', 'URL_Length', 'RightClick']",0.6908474576271186
101,"['Statistical_report', 'Google_Index', 'URL_Length', 'Shortining_Service', 'RightClick']",0.6906721536351166
391,"['Google_Index', 'Abnormal_URL', 'HTTPS_token', 'having_At_Symbol', 'DNSRecord']",0.6904035266191929
14,"['Abnormal_URL', 'Favicon', 'Page_Rank', 'RightClick', 'on_mouseover']",0.6900658100908806
417,"['Links_in_tags', 'Statistical_report', 'Shortining_Service', 'Google_Index', 'port']",0.6900138696255201
283,"['Redirect', 'popUpWidnow', 'SFH', 'Google_Index', 'double_slash_redirecting']",0.6895356895356896
369,"['Submitting_to_email', 'Favicon', 'Links_in_tags', 'RightClick', 'having_IP_Address']",0.6893317702227433
254,"['popUpWidnow', 'Page_Rank', 'Google_Index', 'Redirect', 'having_IP_Address']",0.6891260840560374
263,"['URL_Length', 'Links_in_tags', 'Shortining_Service', 'port', 'Domain_registeration_length']",0.6890145395799677
351,"['popUpWidnow', 'HTTPS_token', 'Abnormal_URL', 'Links_pointing_to_page', 'RightClick']",0.68899815611555
324,"['RightClick', 'having_At_Symbol', 'Links_pointing_to_page', 'URL_Length', 'Favicon']",0.6889738687061823
1,"['RightClick', 'having_At_Symbol', 'having_IP_Address', 'age_of_domain', 'Domain_registeration_length']",0.6880294659300185
316,"['Request_URL', 'Redirect', 'HTTPS_token', 'Favicon', 'Iframe']",0.6880244088482075
450,"['Abnormal_URL', 'popUpWidnow', 'Request_URL', 'Favicon', 'Domain_registeration_length']",0.6879547291835085
125,"['Abnormal_URL', 'port', 'having_IP_Address', 'having_At_Symbol', 'Links_pointing_to_page']",0.6876295784381479
91,"['Submitting_to_email', 'Domain_registeration_length', 'double_slash_redirecting', 'Statistical_report', 'HTTPS_token']",0.6874524714828897
376,"['having_At_Symbol', 'web_traffic', 'Iframe', 'Google_Index', 'RightClick']",0.6871834826645891
262,"['popUpWidnow', 'Request_URL', 'Page_Rank', 'DNSRecord', 'Abnormal_URL']",0.6871301775147929
368,"['age_of_domain', 'web_traffic', 'Statistical_report', 'Google_Index', 'popUpWidnow']",0.6864043630697312
411,"['having_Sub_Domain', 'Favicon', 'DNSRecord', 'double_slash_redirecting', 'Domain_registeration_length']",0.6855753646677472
433,"['Google_Index', 'RightClick', 'port', 'double_slash_redirecting', 'Links_in_tags']",0.685500340367597
452,"['Google_Index', 'double_slash_redirecting', 'port', 'Shortining_Service', 'Redirect']",0.6853388658367912
454,"['RightClick', 'Iframe', 'popUpWidnow', 'Request_URL', 'double_slash_redirecting']",0.6852497096399536
318,"['Domain_registeration_length', 'having_IP_Address', 'Redirect', 'Google_Index', 'popUpWidnow']",0.6849423917361939
23,"['Domain_registeration_length', 'Statistical_report', 'RightClick', 'Iframe', 'Abnormal_URL']",0.6849209409949865
58,"['Links_pointing_to_page', 'URL_Length', 'Google_Index', 'port', 'Shortining_Service']",0.6845998655010087
372,"['Links_in_tags', 'Shortining_Service', 'Links_pointing_to_page', 'port', 'on_mouseover']",0.6844583987441131
476,"['double_slash_redirecting', 'Google_Index', 'Domain_registeration_length', 'URL_Length', 'RightClick']",0.684395776300352
402,"['HTTPS_token', 'Favicon', 'age_of_domain', 'port', 'DNSRecord']",0.6843163538873994
274,"['Statistical_report', 'having_At_Symbol', 'Links_in_tags', 'RightClick', 'Page_Rank']",0.6841686555290374
71,"['Abnormal_URL', 'Page_Rank', 'having_IP_Address', 'Shortining_Service', 'Statistical_report']",0.6838134430727023
385,"['URL_Length', 'Redirect', 'Abnormal_URL', 'port', 'popUpWidnow']",0.6836340206185567
246,"['RightClick', 'double_slash_redirecting', 'Statistical_report', 'Domain_registeration_length', 'Page_Rank']",0.6835908756438558
109,"['Links_pointing_to_page', 'Statistical_report', 'web_traffic', 'Google_Index', 'URL_Length']",0.6835541699142634
255,"['DNSRecord', 'popUpWidnow', 'Page_Rank', 'Domain_registeration_length', 'Redirect']",0.6834979875594585
89,"['Statistical_report', 'Shortining_Service', 'having_IP_Address', 'Links_in_tags', 'on_mouseover']",0.6834620073141
394,"['on_mouseover', 'popUpWidnow', 'RightClick', 'Abnormal_URL', 'having_IP_Address']",0.6834075015893197
134,"['port', 'popUpWidnow', 'Google_Index', 'having_At_Symbol', 'age_of_domain']",0.6833855799373041
297,"['Google_Index', 'popUpWidnow', 'Abnormal_URL', 'Request_URL', 'port']",0.6832247557003257
94,"['Favicon', 'on_mouseover', 'web_traffic', 'RightClick', 'Submitting_to_email']",0.6828729281767956
451,"['age_of_domain', 'Google_Index', 'popUpWidnow', 'Statistical_report', 'on_mouseover']",0.6827366182204891
435,"['web_traffic', 'Domain_registeration_length', 'Redirect', 'URL_Length', 'HTTPS_token']",0.6821138211382114
399,"['Request_URL', 'Shortining_Service', 'double_slash_redirecting', 'age_of_domain', 'RightClick']",0.6820631254811393
395,"['on_mouseover', 'Statistical_report', 'popUpWidnow', 'Page_Rank', 'Iframe']",0.6820580474934037
448,"['DNSRecord', 'port', 'popUpWidnow', 'on_mouseover', 'URL_Length']",0.6805060006487188
465,"['port', 'Links_pointing_to_page', 'DNSRecord', 'on_mouseover', 'double_slash_redirecting']",0.6802582398912674
431,"['DNSRecord', 'Redirect', 'Links_in_tags', 'popUpWidnow', 'Statistical_report']",0.6800693240901213
42,"['RightClick', 'Favicon', 'Page_Rank', 'Submitting_to_email', 'on_mouseover']",0.679305912596401
264,"['port', 'having_At_Symbol', 'DNSRecord', 'Request_URL', 'Google_Index']",0.6789940828402367
478,"['having_At_Symbol', 'Iframe', 'Google_Index', 'Submitting_to_email', 'Favicon']",0.6780965710286914
393,"['Google_Index', 'Abnormal_URL', 'DNSRecord', 'Page_Rank', 'on_mouseover']",0.6774788057500921
302,"['DNSRecord', 'RightClick', 'Iframe', 'Google_Index', 'having_At_Symbol']",0.6773855295351275
438,"['RightClick', 'Google_Index', 'Shortining_Service', 'on_mouseover', 'Submitting_to_email']",0.6766712141882674
169,"['DNSRecord', 'Redirect', 'Iframe', 'having_IP_Address', 'Google_Index']",0.6762688614540466
77,"['Iframe', 'SFH', 'double_slash_redirecting', 'having_Sub_Domain', 'Favicon']",0.6762652705061082
291,"['URL_Length', 'double_slash_redirecting', 'Submitting_to_email', 'Redirect', 'port']",0.6758893280632411
425,"['Shortining_Service', 'Submitting_to_email', 'RightClick', 'having_At_Symbol', 'having_Sub_Domain']",0.6757679180887372
103,"['port', 'DNSRecord', 'double_slash_redirecting', 'RightClick', 'Domain_registeration_length']",0.6753445635528331
44,"['Abnormal_URL', 'DNSRecord', 'Statistical_report', 'Submitting_to_email', 'having_IP_Address']",0.6753074111000332
207,"['Links_in_tags', 'Redirect', 'on_mouseover', 'popUpWidnow', 'Request_URL']",0.6751188589540412
319,"['DNSRecord', 'age_of_domain', 'URL_Length', 'Statistical_report', 'on_mouseover']",0.6748080949057921
296,"['Request_URL', 'RightClick', 'Shortining_Service', 'Google_Index', 'port']",0.6748066748066748
223,"['Submitting_to_email', 'on_mouseover', 'Favicon', 'having_At_Symbol', 'Page_Rank']",0.6747620610436494
444,"['port', 'Iframe', 'Shortining_Service', 'Submitting_to_email', 'RightClick']",0.6744701043973426
432,"['Links_pointing_to_page', 'Redirect', 'RightClick', 'on_mouseover', 'port']",0.6733466933867736
181,"['Links_in_tags', 'port', 'DNSRecord', 'Links_pointing_to_page', 'Request_URL']",0.6731078904991948
388,"['URL_Length', 'Favicon', 'on_mouseover', 'HTTPS_token', 'having_At_Symbol']",0.6730200460072298
366,"['DNSRecord', 'HTTPS_token', 'Submitting_to_email', 'Redirect', 'having_At_Symbol']",0.671414038657172
198,"['Submitting_to_email', 'RightClick', 'port', 'having_IP_Address', 'Google_Index']",0.6712995135510771
88,"['Favicon', 'Links_in_tags', 'port', 'Statistical_report', 'DNSRecord']",0.6708727655099895
28,"['having_Sub_Domain', 'RightClick', 'SFH', 'Request_URL', 'Links_pointing_to_page']",0.6708520179372197
145,"['on_mouseover', 'port', 'Shortining_Service', 'Page_Rank', 'DNSRecord']",0.6706502636203866
357,"['DNSRecord', 'Abnormal_URL', 'having_Sub_Domain', 'Redirect', 'Page_Rank']",0.6694525699958211
87,"['Domain_registeration_length', 'Request_URL', 'double_slash_redirecting', 'popUpWidnow', 'RightClick']",0.6688741721854304
85,"['Redirect', 'Submitting_to_email', 'port', 'Statistical_report', 'Domain_registeration_length']",0.6688077077478924
95,"['having_IP_Address', 'popUpWidnow', 'Page_Rank', 'Abnormal_URL', 'Favicon']",0.6682659355723098
373,"['double_slash_redirecting', 'Shortining_Service', 'Domain_registeration_length', 'on_mouseover', 'RightClick']",0.6681887366818874
371,"['popUpWidnow', 'having_At_Symbol', 'SFH', 'Iframe', 'Statistical_report']",0.6680584551148225
389,"['Redirect', 'Submitting_to_email', 'having_Sub_Domain', 'double_slash_redirecting', 'popUpWidnow']",0.6679672259071401
27,"['Statistical_report', 'Redirect', 'Links_pointing_to_page', 'Iframe', 'port']",0.6675824175824175
397,"['Favicon', 'Statistical_report', 'port', 'HTTPS_token', 'having_IP_Address']",0.6666666666666666
407,"['having_Sub_Domain', 'DNSRecord', 'Submitting_to_email', 'having_At_Symbol', 'HTTPS_token']",0.666403162055336
177,"['on_mouseover', 'Abnormal_URL', 'having_IP_Address', 'Statistical_report', 'Request_URL']",0.6663924310983135
244,"['web_traffic', 'RightClick', 'Redirect', 'popUpWidnow', 'Statistical_report']",0.665648854961832
144,"['Shortining_Service', 'Favicon', 'Submitting_to_email', 'popUpWidnow', 'RightClick']",0.6655865197666883
270,"['Links_in_tags', 'Links_pointing_to_page', 'Iframe', 'SFH', 'having_At_Symbol']",0.6654991243432574
78,"['having_Sub_Domain', 'URL_Length', 'Redirect', 'age_of_domain', 'Abnormal_URL']",0.6653354632587859
65,"['RightClick', 'having_At_Symbol', 'URL_Length', 'Request_URL', 'age_of_domain']",0.6653225806451613
237,"['Favicon', 'Redirect', 'on_mouseover', 'URL_Length', 'age_of_domain']",0.6646606486125042
457,"['double_slash_redirecting', 'popUpWidnow', 'Iframe', 'Page_Rank', 'age_of_domain']",0.6643009226401704
136,"['port', 'Request_URL', 'Iframe', 'Favicon', 'Abnormal_URL']",0.6631578947368421
374,"['Redirect', 'Abnormal_URL', 'Iframe', 'port', 'Request_URL']",0.6631578947368421
133,"['Shortining_Service', 'popUpWidnow', 'Statistical_report', 'port', 'on_mouseover']",0.6630944407233758
463,"['having_At_Symbol', 'Submitting_to_email', 'DNSRecord', 'Abnormal_URL', 'Page_Rank']",0.6628407460545194
141,"['Redirect', 'on_mouseover', 'RightClick', 'port', 'Links_in_tags']",0.6620139581256231
455,"['on_mouseover', 'Iframe', 'Shortining_Service', 'Favicon', 'Abnormal_URL']",0.6619446233097231
157,"['port', 'DNSRecord', 'Links_pointing_to_page', 'Links_in_tags', 'on_mouseover']",0.6612149532710281
210,"['port', 'Domain_registeration_length', 'Links_pointing_to_page', 'on_mouseover', 'Iframe']",0.6600397614314115
111,"['popUpWidnow', 'having_At_Symbol', 'HTTPS_token', 'DNSRecord', 'Abnormal_URL']",0.6593947923997185
90,"['Redirect', 'having_At_Symbol', 'Shortining_Service', 'Abnormal_URL', 'having_Sub_Domain']",0.6593906321055025
20,"['popUpWidnow', 'Domain_registeration_length', 'Iframe', 'Statistical_report', 'RightClick']",0.6593673965936739
38,"['DNSRecord', 'Domain_registeration_length', 'RightClick', 'port', 'having_At_Symbol']",0.6588991562876657
96,"['Statistical_report', 'popUpWidnow', 'having_At_Symbol', 'Links_pointing_to_page', 'double_slash_redirecting']",0.658831662633944
151,"['RightClick', 'Iframe', 'having_IP_Address', 'Links_pointing_to_page', 'DNSRecord']",0.6588235294117647
400,"['having_IP_Address', 'Shortining_Service', 'age_of_domain', 'Submitting_to_email', 'having_Sub_Domain']",0.6576271186440678
279,"['age_of_domain', 'Links_pointing_to_page', 'double_slash_redirecting', 'Google_Index', 'Shortining_Service']",0.6569900687547746
170,"['Links_pointing_to_page', 'DNSRecord', 'Redirect', 'Request_URL', 'SFH']",0.656093489148581
15,"['Links_pointing_to_page', 'Google_Index', 'HTTPS_token', 'Redirect', 'having_Sub_Domain']",0.6557886557886557
354,"['popUpWidnow', 'having_Sub_Domain', 'RightClick', 'on_mouseover', 'having_IP_Address']",0.6556263269639065
13,"['Abnormal_URL', 'having_At_Symbol', 'Statistical_report', 'Request_URL', 'Shortining_Service']",0.6556154164939909
99,"['Iframe', 'port', 'having_Sub_Domain', 'popUpWidnow', 'RightClick']",0.6547392462885421
162,"['Domain_registeration_length', 'DNSRecord', 'Submitting_to_email', 'SFH', 'RightClick']",0.6532622076323349
10,"['having_Sub_Domain', 'DNSRecord', 'port', 'having_At_Symbol', 'Shortining_Service']",0.6530775379696243
192,"['Favicon', 'Redirect', 'popUpWidnow', 'Statistical_report', 'Request_URL']",0.6528541226215645
249,"['Statistical_report', 'Favicon', 'Links_in_tags', 'having_At_Symbol', 'Iframe']",0.6517434352130865
434,"['Shortining_Service', 'SFH', 'Links_in_tags', 'RightClick', 'Favicon']",0.6515837104072398
284,"['Links_in_tags', 'Abnormal_URL', 'SFH', 'HTTPS_token', 'port']",0.6512681159420289
251,"['Abnormal_URL', 'SFH', 'Links_in_tags', 'Shortining_Service', 'on_mouseover']",0.6509305492510213
473,"['HTTPS_token', 'popUpWidnow', 'Redirect', 'Links_in_tags', 'DNSRecord']",0.6506318793314309
485,"['port', 'Statistical_report', 'having_At_Symbol', 'Page_Rank', 'Iframe']",0.6494051784464661
494,"['Links_in_tags', 'Shortining_Service', 'having_At_Symbol', 'Page_Rank', 'Links_pointing_to_page']",0.6472545757071547
412,"['Favicon', 'port', 'having_At_Symbol', 'having_IP_Address', 'SFH']",0.646811760213822
228,"['having_At_Symbol', 'Google_Index', 'having_IP_Address', 'Redirect', 'Favicon']",0.6444691083980763
377,"['RightClick', 'Links_pointing_to_page', 'DNSRecord', 'Abnormal_URL', 'age_of_domain']",0.6444188722669736
220,"['age_of_domain', 'having_Sub_Domain', 'port', 'having_At_Symbol', 'Abnormal_URL']",0.6423927178153446
45,"['on_mouseover', 'port', 'SFH', 'having_IP_Address', 'having_At_Symbol']",0.6409861325115562
365,"['having_At_Symbol', 'age_of_domain', 'Shortining_Service', 'SFH', 'Links_in_tags']",0.6351851851851852
426,"['Links_pointing_to_page', 'DNSRecord', 'HTTPS_token', 'age_of_domain', 'Page_Rank']",0.6324720401079831
60,"['having_Sub_Domain', 'Abnormal_URL', 'double_slash_redirecting', 'age_of_domain', 'Statistical_report']",0.6272493573264781
48,"['Shortining_Service', 'age_of_domain', 'SFH', 'Page_Rank', 'DNSRecord']",0.6257459505541347
3,"['age_of_domain', 'Links_pointing_to_page', 'Abnormal_URL', 'Shortining_Service', 'Redirect']",0.6255436931593515
323,"['popUpWidnow', 'DNSRecord', 'age_of_domain', 'Page_Rank', 'double_slash_redirecting']",0.6245586504511573
37,"['popUpWidnow', 'age_of_domain', 'having_At_Symbol', 'Links_pointing_to_page', 'Abnormal_URL']",0.6237547892720307
191,"['Favicon', 'having_At_Symbol', 'Redirect', 'having_IP_Address', 'Statistical_report']",0.6189597934341572
52,"['DNSRecord', 'age_of_domain', 'Iframe', 'having_Sub_Domain', 'Favicon']",0.6175663311985361
282,"['Page_Rank', 'having_IP_Address', 'Favicon', 'age_of_domain', 'Redirect']",0.615505090054816
464,"['age_of_domain', 'Links_pointing_to_page', 'Submitting_to_email', 'URL_Length', 'popUpWidnow']",0.6088726088726089
248,"['Favicon', 'on_mouseover', 'age_of_domain', 'Page_Rank', 'Redirect']",0.5985576923076923
326,"['age_of_domain', 'double_slash_redirecting', 'Shortining_Service', 'Statistical_report', 'Favicon']",0.5940928270042194
320,"['age_of_domain', 'SFH', 'Page_Rank', 'Links_pointing_to_page', 'Favicon']",0.5863970588235294
218,"['age_of_domain', 'Abnormal_URL', 'port', 'HTTPS_token', 'Iframe']",0.5845012366034625
487,"['Favicon', 'Statistical_report', 'Page_Rank', 'SFH', 'Iframe']",0.5786754344762799
437,"['URL_Length', 'HTTPS_token', 'Page_Rank', 'Favicon', 'Shortining_Service']",0.5750326228795128
488,"['Page_Rank', 'double_slash_redirecting', 'DNSRecord', 'Iframe', 'SFH']",0.5697192820984813
442,"['on_mouseover', 'SFH', 'Submitting_to_email', 'double_slash_redirecting', 'URL_Length']",0.558736426456071
183,"['SFH', 'having_IP_Address', 'age_of_domain', 'Abnormal_URL', 'URL_Length']",0.5536332179930796
49,"['Abnormal_URL', 'DNSRecord', 'double_slash_redirecting', 'popUpWidnow', 'SFH']",0.5522018802572983
343,"['double_slash_redirecting', 'URL_Length', 'Favicon', 'SFH', 'having_At_Symbol']",0.5469915464942815
339,"['SFH', 'having_IP_Address', 'on_mouseover', 'Links_pointing_to_page', 'Abnormal_URL']",0.5467552376085846
495,"['SFH', 'on_mouseover', 'Abnormal_URL', 'having_IP_Address', 'RightClick']",0.5358255451713395
477,"['SFH', 'Google_Index', 'HTTPS_token', 'Abnormal_URL', 'Statistical_report']",0.5334685598377282
267,"['Submitting_to_email', 'HTTPS_token', 'on_mouseover', 'DNSRecord', 'SFH']",0.5320145757418011
107,"['Page_Rank', 'HTTPS_token', 'Redirect', 'Abnormal_URL', 'double_slash_redirecting']",0.5301204819277109
382,"['double_slash_redirecting', 'popUpWidnow', 'Statistical_report', 'SFH', 'Shortining_Service']",0.5290519877675841
421,"['Page_Rank', 'Iframe', 'Statistical_report', 'HTTPS_token', 'Shortining_Service']",0.5255613951266125
298,"['RightClick', 'Iframe', 'Links_pointing_to_page', 'DNSRecord', 'SFH']",0.5230024213075061
275,"['double_slash_redirecting', 'SFH', 'Statistical_report', 'Iframe', 'Favicon']",0.5149449396958574
294,"['Google_Index', 'RightClick', 'double_slash_redirecting', 'Shortining_Service', 'SFH']",0.511823436678928
106,"['Links_pointing_to_page', 'Iframe', 'double_slash_redirecting', 'Abnormal_URL', 'URL_Length']",0.49852216748768474
409,"['SFH', 'Submitting_to_email', 'popUpWidnow', 'Favicon', 'URL_Length']",0.48970976253298154
79,"['URL_Length', 'age_of_domain', 'port', 'Redirect', 'SFH']",0.48436671966083733
241,"['Iframe', 'on_mouseover', 'SFH', 'Favicon', 'URL_Length']",0.4823529411764706
429,"['double_slash_redirecting', 'DNSRecord', 'RightClick', 'Shortining_Service', 'Prefix_Suffix']",0.38451443569553806
34,"['double_slash_redirecting', 'RightClick', 'Prefix_Suffix', 'web_traffic', 'popUpWidnow']",0.38451443569553806
479,"['Shortining_Service', 'DNSRecord', 'Prefix_Suffix', 'Domain_registeration_length', 'Links_in_tags']",0.38451443569553806
256,"['URL_Length', 'DNSRecord', 'Prefix_Suffix', 'SFH', 'Submitting_to_email']",0.38451443569553806
138,"['popUpWidnow', 'age_of_domain', 'Links_pointing_to_page', 'Prefix_Suffix', 'on_mouseover']",0.38451443569553806
303,"['Links_in_tags', 'Prefix_Suffix', 'Iframe', 'Favicon', 'Links_pointing_to_page']",0.38451443569553806
475,"['Prefix_Suffix', 'Page_Rank', 'having_Sub_Domain', 'web_traffic', 'on_mouseover']",0.38451443569553806
260,"['port', 'popUpWidnow', 'having_At_Symbol', 'Google_Index', 'Prefix_Suffix']",0.38451443569553806
361,"['Prefix_Suffix', 'having_At_Symbol', 'popUpWidnow', 'Google_Index', 'having_IP_Address']",0.38451443569553806
93,"['Prefix_Suffix', 'Links_in_tags', 'Page_Rank', 'Abnormal_URL', 'Iframe']",0.38451443569553806
306,"['URL_of_Anchor', 'Redirect', 'popUpWidnow', 'web_traffic', 'Prefix_Suffix']",0.38451443569553806
39,"['Favicon', 'URL_of_Anchor', 'Prefix_Suffix', 'Links_in_tags', 'having_IP_Address']",0.38451443569553806
41,"['Prefix_Suffix', 'Submitting_to_email', 'Statistical_report', 'having_At_Symbol', 'Google_Index']",0.38451443569553806
307,"['Prefix_Suffix', 'Shortining_Service', 'on_mouseover', 'Google_Index', 'Request_URL']",0.38451443569553806
257,"['RightClick', 'Links_in_tags', 'Statistical_report', 'Domain_registeration_length', 'Prefix_Suffix']",0.38451443569553806
363,"['Redirect', 'port', 'having_IP_Address', 'Prefix_Suffix', 'Domain_registeration_length']",0.38451443569553806
43,"['having_Sub_Domain', 'double_slash_redirecting', 'HTTPS_token', 'DNSRecord', 'Prefix_Suffix']",0.38451443569553806
272,"['Iframe', 'Prefix_Suffix', 'Favicon', 'Abnormal_URL', 'having_IP_Address']",0.38451443569553806
498,"['SSLfinal_State', 'Redirect', 'URL_of_Anchor', 'Prefix_Suffix', 'popUpWidnow']",0.38451443569553806
113,"['double_slash_redirecting', 'Statistical_report', 'SSLfinal_State', 'Google_Index', 'Prefix_Suffix']",0.38451443569553806
8,"['Google_Index', 'having_IP_Address', 'DNSRecord', 'web_traffic', 'Prefix_Suffix']",0.38451443569553806
114,"['web_traffic', 'Prefix_Suffix', 'Links_pointing_to_page', 'URL_of_Anchor', 'having_IP_Address']",0.38451443569553806
396,"['Domain_registeration_length', 'having_IP_Address', 'Prefix_Suffix', 'Iframe', 'DNSRecord']",0.38451443569553806
115,"['Prefix_Suffix', 'age_of_domain', 'Statistical_report', 'port', 'web_traffic']",0.38451443569553806
398,"['Prefix_Suffix', 'Google_Index', 'double_slash_redirecting', 'Redirect', 'popUpWidnow']",0.38451443569553806
22,"['age_of_domain', 'SSLfinal_State', 'Prefix_Suffix', 'Links_in_tags', 'Request_URL']",0.38451443569553806
19,"['RightClick', 'Page_Rank', 'HTTPS_token', 'Prefix_Suffix', 'having_Sub_Domain']",0.38451443569553806
117,"['age_of_domain', 'web_traffic', 'SSLfinal_State', 'Domain_registeration_length', 'Prefix_Suffix']",0.38451443569553806
401,"['Request_URL', 'URL_of_Anchor', 'Links_in_tags', 'port', 'Prefix_Suffix']",0.38451443569553806
126,"['Domain_registeration_length', 'Prefix_Suffix', 'Redirect', 'URL_Length', 'having_At_Symbol']",0.38451443569553806
21,"['Shortining_Service', 'on_mouseover', 'RightClick', 'Prefix_Suffix', 'Abnormal_URL']",0.38451443569553806
404,"['double_slash_redirecting', 'Prefix_Suffix', 'DNSRecord', 'on_mouseover', 'URL_Length']",0.38451443569553806
468,"['Prefix_Suffix', 'age_of_domain', 'Links_in_tags', 'URL_Length', 'URL_of_Anchor']",0.38451443569553806
466,"['on_mouseover', 'Request_URL', 'double_slash_redirecting', 'Prefix_Suffix', 'Page_Rank']",0.38451443569553806
201,"['double_slash_redirecting', 'URL_of_Anchor', 'Prefix_Suffix', 'age_of_domain', 'Submitting_to_email']",0.38451443569553806
143,"['web_traffic', 'Links_pointing_to_page', 'age_of_domain', 'Prefix_Suffix', 'popUpWidnow']",0.38451443569553806
208,"['port', 'having_IP_Address', 'SFH', 'Google_Index', 'Prefix_Suffix']",0.38451443569553806
428,"['double_slash_redirecting', 'Domain_registeration_length', 'having_Sub_Domain', 'Prefix_Suffix', 'on_mouseover']",0.38451443569553806
190,"['Iframe', 'having_At_Symbol', 'DNSRecord', 'Page_Rank', 'Prefix_Suffix']",0.38451443569553806
74,"['URL_Length', 'Prefix_Suffix', 'Request_URL', 'having_IP_Address', 'Domain_registeration_length']",0.38451443569553806
